"Order Date","Product Name","Category","Region","Price","Quantity","Sales","Profit"
"2022-02-27","Keyboard","Accessories","North","1044","4","904","108.85"
"2023-12-01","Keyboard","Accessories","South","1045","1","1178","161.06"
"2022-07-29","Headphones","Accessories","West","1046","3","2535","292.19"
"2023-04-17","Tablet","Electronics","West","1047","1","496","146.92"
"2024-06-30","Smartphone","Electronics","West","1048","4","3888","284.17"
"2024-03-12","Tablet","Electronics","East","1049","7","4921","798.16"
"2024-07-04","Smartwatch","Electronics","West","1050","8","4472","290.79"
"2023-04-09","Tablet","Electronics","North","1051","3","603","153.37"
"2023-03-10","Headphones","Accessories","West","1052","9","1899","501.4"
"2023-01-03","Printer","Office","North","1053","4","544","67.84"
"2022-05-29","Monitor","Accessories","North","1054","9","6471","1844.59"
"2023-03-22","Keyboard","Accessories","North","1055","1","677","54.14"
"2022-09-07","Laptop","Electronics","South","1056","4","1372","302.58"
"2024-06-08","Keyboard","Accessories","North","1057","9","7542","1477.49"
"2023-04-16","Monitor","Accessories","West","1058","1","924","125.65"
"2022-07-11","Smartphone","Electronics","East","1059","5","3940","755.11"
"2024-10-05","Tablet","Electronics","West","1060","2","374","49.26"
"2023-03-19","Printer","Office","North","1061","5","1800","252.69"
"2022-12-26","Monitor","Accessories","West","1062","5","3170","868.34"
"2024-08-17","Headphones","Accessories","North","1063","7","5362","1029.47"
"2023-11-05","Monitor","Accessories","East","1064","9","5976","1747.57"
"2023-07-06","Keyboard","Accessories","North","1065","9","8514","1400.4"
"2023-11-25","Laptop","Electronics","South","1066","1","810","157.47"
"2022-01-08","Mouse","Accessories","South","1067","1","71","12.02"
"2022-06-15","Laptop","Electronics","North","1068","1","651","57.94"
"2022-03-13","Monitor","Accessories","North","1069","3","1245","119.11"
"2023-11-06","Monitor","Accessories","West","1070","1","464","58.38"
"2023-02-11","Monitor","Accessories","North","1071","5","5155","356.43"
"2023-12-11","Smartphone","Electronics","East","1072","5","5175","786.27"
"2022-01-13","Smartphone","Electronics","East","1073","2","1668","470.42"
"2024-09-30","Printer","Office","East","1074","3","1872","532.81"
"2023-01-16","Laptop","Electronics","North","1075","3","513","132.56"
"2024-04-05","Printer","Office","West","1076","2","2276","366.5"
"2024-01-02","Mouse","Accessories","West","1077","4","3428","305.79"
"2024-03-02","Keyboard","Accessories","East","1078","2","1640","176.87"
"2024-05-25","Camera","Electronics","East","1079","7","7077","1921.73"
"2023-10-20","Printer","Office","South","1080","9","9225","1391.15"
"2022-06-20","Mouse","Accessories","South","1081","5","3910","584.77"
"2023-05-09","Printer","Office","West","1082","5","1995","369.22"
"2023-08-31","Keyboard","Accessories","North","1083","7","385","43.43"
"2023-03-23","Mouse","Accessories","East","1084","4","4316","566.7"
"2024-04-28","Smartwatch","Electronics","North","1085","1","1169","340.69"
"2023-03-30","Headphones","Accessories","East","1086","5","2325","506.32"
"2024-02-18","Monitor","Accessories","North","1087","1","199","48.92"
"2022-08-13","Smartwatch","Electronics","South","1088","3","375","80.58"
"2022-05-05","Laptop","Electronics","East","1089","9","8010","763.32"
"2023-01-03","Mouse","Accessories","East","1090","4","316","77.13"
"2024-11-14","Camera","Electronics","South","1091","9","5895","442.49"
"2022-04-09","Headphones","Accessories","East","1092","4","388","35.21"
"2024-06-12","Mouse","Accessories","West","1093","5","3670","462.97"
"2024-10-15","Smartphone","Electronics","East","1094","9","7731","2178.05"
"2023-10-18","Laptop","Electronics","South","1095","3","1596","91.23"
"2024-04-06","Camera","Electronics","East","1096","4","4192","216.16"
"2023-07-29","Tablet","Electronics","West","1097","7","5264","756.33"
"2023-06-04","Laptop","Electronics","North","1098","1","425","48.81"
"2022-03-17","Smartwatch","Electronics","North","1099","4","3380","211.72"
"2024-03-07","Printer","Office","East","1100","7","8379","2009.05"
"2022-03-05","Keyboard","Accessories","North","1101","4","2040","393.72"
"2024-04-17","Printer","Office","East","1102","4","1336","116.65"
"2024-08-22","Keyboard","Accessories","South","1103","2","1934","157.41"
"2024-04-09","Keyboard","Accessories","South","1104","3","1560","391.11"
"2024-07-20","Keyboard","Accessories","North","1105","6","4446","1217.86"
"2023-03-17","Printer","Office","West","1106","3","1893","508.8"
"2024-07-04","Camera","Electronics","East","1107","4","4492","670.42"
"2023-08-12","Mouse","Accessories","South","1108","6","6228","1852.45"
"2023-04-23","Camera","Electronics","East","1109","7","4403","1295.89"
"2022-10-15","Headphones","Accessories","South","1110","9","4176","510.97"
"2022-05-24","Keyboard","Accessories","West","1111","2","486","64.43"
"2022-05-09","Printer","Office","East","1112","5","4880","1084.69"
"2022-11-02","Printer","Office","West","1113","5","265","53.21"
"2023-09-10","Laptop","Electronics","East","1114","1","1041","128.58"
"2024-03-28","Smartphone","Electronics","East","1115","8","9448","616.5"
"2022-07-01","Headphones","Accessories","South","1116","3","1617","440.46"
"2024-02-17","Laptop","Electronics","West","1117","2","1486","233.7"
"2023-07-08","Smartwatch","Electronics","East","1118","8","7152","1539.72"
"2022-12-29","Mouse","Accessories","East","1119","6","1404","368.36"
"2023-08-11","Camera","Electronics","South","1120","2","122","16.23"
"2023-08-01","Camera","Electronics","North","1121","9","7533","1285.72"
"2023-07-23","Headphones","Accessories","South","1122","4","3888","810.08"
"2024-07-05","Smartphone","Electronics","South","1123","5","870","48.87"
"2022-11-28","Mouse","Accessories","South","1124","2","1446","403.89"
"2024-11-11","Tablet","Electronics","South","1125","6","510","151.91"
"2024-07-29","Keyboard","Accessories","West","1126","8","6224","790.27"
"2023-04-25","Keyboard","Accessories","North","1127","2","686","85.03"
"2023-12-11","Mouse","Accessories","West","1128","4","2840","591.94"
"2023-11-12","Laptop","Electronics","South","1129","7","2562","347.62"
"2024-05-04","Smartphone","Electronics","West","1130","5","790","216.12"
"2022-07-09","Laptop","Electronics","East","1131","5","4170","786.42"
"2022-11-22","Tablet","Electronics","East","1132","4","1360","373.59"
"2022-03-13","Camera","Electronics","East","1133","6","5316","782.42"
"2023-07-20","Laptop","Electronics","West","1134","4","3956","293.38"
"2022-05-09","Monitor","Accessories","North","1135","3","726","94.38"
"2024-08-04","Smartphone","Electronics","North","1136","4","228","29.37"
"2022-07-31","Headphones","Accessories","North","1137","3","2274","442.57"
"2024-09-13","Keyboard","Accessories","North","1138","9","2628","459.87"
"2024-05-26","Camera","Electronics","South","1139","6","606","104.85"
"2024-11-15","Headphones","Accessories","East","1140","8","7256","558.79"
"2023-03-11","Camera","Electronics","West","1141","4","1956","125.69"
"2024-06-20","Printer","Office","South","1142","6","3954","690.1"
"2023-01-11","Keyboard","Accessories","East","1143","6","2262","442.86"
"2022-02-15","Printer","Office","North","1144","4","2804","391.59"
"2022-04-26","Tablet","Electronics","South","1145","9","5850","1511.06"
"2023-06-07","Keyboard","Accessories","West","1146","1","56","9.16"
"2024-01-17","Monitor","Accessories","East","1147","9","4302","344.64"
"2024-05-14","Camera","Electronics","West","1148","9","10143","1690.66"
"2023-05-15","Headphones","Accessories","North","1149","1","1012","164.89"
"2023-05-22","Tablet","Electronics","East","1150","9","8964","448.62"
"2022-08-05","Mouse","Accessories","South","1151","6","1758","262.36"
"2023-10-12","Printer","Office","North","1152","6","6348","557.72"
"2023-11-04","Printer","Office","North","1153","2","1582","422.46"
"2023-05-17","Mouse","Accessories","South","1154","2","1924","394.4"
"2023-04-02","Keyboard","Accessories","North","1155","1","120","23.86"
"2024-01-26","Headphones","Accessories","East","1156","8","7752","1943.84"
"2023-07-13","Camera","Electronics","East","1157","2","1114","300.44"
"2024-11-28","Keyboard","Accessories","North","1158","5","1765","229.06"
"2022-08-10","Keyboard","Accessories","West","1159","6","6834","1418.21"
"2022-09-14","Smartphone","Electronics","East","1160","5","1520","433.53"
"2023-08-05","Smartwatch","Electronics","West","1161","7","8141","767.6"
"2023-08-30","Tablet","Electronics","South","1162","8","5176","866.36"
"2024-05-11","Mouse","Accessories","East","1163","9","738","64.42"
"2024-01-17","Printer","Office","South","1164","9","4086","217.48"
"2022-09-16","Mouse","Accessories","East","1165","2","442","28.13"
"2023-01-13","Smartphone","Electronics","East","1166","6","2478","153.86"
"2022-01-22","Keyboard","Accessories","South","1167","2","1860","327.15"
"2022-05-24","Monitor","Accessories","East","1168","9","4968","991.82"
"2023-03-05","Printer","Office","South","1169","3","1446","278.94"
"2023-04-25","Mouse","Accessories","East","1170","7","1722","414.87"
"2024-07-13","Smartwatch","Electronics","East","1171","7","6573","460.28"
"2024-09-01","Headphones","Accessories","East","1172","3","2481","249.52"
"2024-12-26","Monitor","Accessories","West","1173","6","3828","1102.86"
"2023-08-20","Tablet","Electronics","East","1174","7","1197","103.34"
"2022-01-09","Tablet","Electronics","West","1175","7","7623","1459.84"
"2022-08-14","Mouse","Accessories","North","1176","9","3384","252.11"
"2022-01-01","Monitor","Accessories","South","1177","8","1296","273.97"
"2024-07-25","Tablet","Electronics","West","1178","8","2840","262.62"
"2024-08-22","Camera","Electronics","East","1179","7","1540","342.93"
"2022-06-28","Camera","Electronics","West","1180","2","1414","308.39"
"2023-04-26","Camera","Electronics","West","1181","8","8328","466.38"
"2023-08-29","Camera","Electronics","North","1182","2","744","217.21"
"2023-01-02","Mouse","Accessories","South","1183","9","1773","168.01"
"2023-08-11","Smartphone","Electronics","East","1184","7","6034","1018.37"
"2023-06-22","Smartphone","Electronics","South","1185","9","756","99.21"
"2024-07-27","Monitor","Accessories","East","1186","8","2256","468.52"
"2023-11-30","Monitor","Accessories","North","1187","7","875","203.63"
"2024-11-26","Headphones","Accessories","South","1188","4","1208","115.13"
"2023-08-15","Headphones","Accessories","South","1189","2","352","54.19"
"2023-02-23","Printer","Office","West","1190","6","4266","357.51"
"2022-03-26","Tablet","Electronics","North","1191","7","1841","496.89"
"2024-07-27","Camera","Electronics","East","1192","1","712","89.5"
"2024-03-23","Printer","Office","West","1193","2","724","72.19"
"2024-12-09","Smartphone","Electronics","West","1194","8","5832","662.72"
"2023-06-17","Keyboard","Accessories","South","1195","6","4188","989.14"
"2023-09-21","Tablet","Electronics","West","1196","1","392","50.7"
"2022-05-14","Laptop","Electronics","East","1197","9","963","49.71"
"2024-04-13","Camera","Electronics","West","1198","6","5706","319.46"
"2024-06-11","Headphones","Accessories","West","1199","7","1365","312.04"
"2023-05-23","Headphones","Accessories","South","1200","1","202","11.24"
"2023-12-24","Smartphone","Electronics","North","1201","9","2430","613.67"
"2023-04-26","Monitor","Accessories","South","1202","3","2670","515.39"
"2022-01-21","Tablet","Electronics","South","1203","7","2758","520.66"
"2022-10-14","Monitor","Accessories","South","1204","9","873","82.35"
"2023-08-23","Smartwatch","Electronics","West","1205","9","7245","1410.92"
"2023-09-13","Camera","Electronics","North","1206","4","960","255.24"
"2024-12-28","Smartwatch","Electronics","East","1207","4","1284","171.02"
"2023-06-09","Mouse","Accessories","West","1208","4","512","110.47"
"2022-07-10","Smartwatch","Electronics","South","1209","9","9729","2039.41"
"2023-01-11","Camera","Electronics","North","1210","5","1580","166.16"
"2023-07-26","Mouse","Accessories","East","1211","8","976","234.24"
"2024-01-05","Printer","Office","North","1212","8","1824","495.35"
"2023-05-08","Smartphone","Electronics","South","1213","4","3188","202.81"
"2023-11-29","Camera","Electronics","East","1214","7","5467","556.02"
"2024-09-05","Smartphone","Electronics","South","1215","6","5406","1277.46"
"2024-08-08","Headphones","Accessories","East","1216","8","2984","742.31"
"2023-04-12","Printer","Office","North","1217","1","919","193.35"
"2023-08-18","Camera","Electronics","South","1218","6","1686","426.72"
"2023-06-02","Laptop","Electronics","West","1219","7","4165","493.24"
"2023-11-17","Smartphone","Electronics","West","1220","7","1281","282.63"
"2024-06-17","Smartwatch","Electronics","East","1221","3","2829","362.16"
"2024-04-06","Monitor","Accessories","West","1222","3","2211","292.31"
"2024-12-18","Headphones","Accessories","East","1223","4","4740","607.81"
"2023-12-09","Camera","Electronics","East","1224","1","718","169.09"
"2022-10-10","Headphones","Accessories","North","1225","6","1716","108.81"
"2024-04-22","Monitor","Accessories","South","1226","7","1547","152.59"
"2022-06-14","Mouse","Accessories","North","1227","1","739","111.18"
"2023-09-03","Laptop","Electronics","West","1228","3","819","231.88"
"2023-12-19","Laptop","Electronics","South","1229","8","5696","1156.3"
"2023-01-22","Monitor","Accessories","South","1230","2","1706","184.71"
"2024-01-23","Camera","Electronics","North","1231","2","2066","608.23"
"2024-06-07","Laptop","Electronics","North","1232","2","256","35.66"
"2024-02-04","Smartphone","Electronics","North","1233","2","1102","182.54"
"2024-08-31","Monitor","Accessories","North","1234","8","2872","483.94"
"2024-11-11","Tablet","Electronics","East","1235","4","2584","394.52"
"2024-07-27","Mouse","Accessories","North","1236","2","1366","298.32"
"2024-05-11","Smartwatch","Electronics","South","1237","7","1253","354.23"
"2023-03-24","Laptop","Electronics","West","1238","7","2618","300.81"
"2022-09-22","Headphones","Accessories","East","1239","9","6822","1811.37"
"2023-11-05","Keyboard","Accessories","East","1240","6","5286","636.16"
"2024-06-13","Monitor","Accessories","North","1241","1","579","133.57"
"2022-02-28","Laptop","Electronics","West","1242","8","1392","190.99"
"2022-11-14","Laptop","Electronics","West","1243","9","2493","696.69"
"2023-09-17","Smartphone","Electronics","North","1244","7","6461","766.45"
"2022-08-17","Tablet","Electronics","East","1245","2","1486","201.07"
"2023-05-14","Printer","Office","South","1246","1","1152","280.28"
"2022-03-12","Smartwatch","Electronics","West","1247","2","1750","103.99"
"2022-07-12","Smartphone","Electronics","West","1248","7","4417","495.37"
"2024-07-05","Laptop","Electronics","South","1249","4","3724","276.85"
"2023-06-16","Camera","Electronics","West","1250","3","2220","121.14"
"2023-06-20","Monitor","Accessories","West","1251","8","9104","2620.58"
"2024-08-08","Printer","Office","West","1252","3","3093","584.23"
"2023-03-01","Headphones","Accessories","South","1253","6","3048","842.24"
"2022-05-02","Smartphone","Electronics","North","1254","1","161","36.58"
"2023-07-23","Monitor","Accessories","West","1255","7","7238","1889.69"
"2024-03-30","Smartphone","Electronics","North","1256","3","3561","347.31"
"2022-08-07","Monitor","Accessories","North","1257","5","1850","534.39"
"2022-03-06","Mouse","Accessories","West","1258","6","3522","626.72"
"2023-11-24","Smartwatch","Electronics","East","1259","1","584","172.4"
"2023-08-31","Smartphone","Electronics","East","1260","4","2556","412.44"
"2023-10-14","Smartphone","Electronics","South","1261","2","348","56.31"
"2023-05-16","Monitor","Accessories","South","1262","9","1602","142.49"
"2023-06-19","Monitor","Accessories","South","1263","3","2853","437.59"
"2023-07-21","Printer","Office","West","1264","1","1024","230.3"
"2022-03-20","Camera","Electronics","East","1265","5","4485","1324.49"
"2023-08-06","Printer","Office","East","1266","2","436","79.69"
"2024-10-21","Smartwatch","Electronics","North","1267","2","2232","150.12"
"2022-08-14","Keyboard","Accessories","South","1268","6","7056","1445.01"
"2022-03-15","Keyboard","Accessories","East","1269","5","875","96.65"
"2022-02-01","Smartwatch","Electronics","East","1270","3","315","61.94"
"2022-04-24","Laptop","Electronics","East","1271","2","358","51.75"
"2023-03-23","Camera","Electronics","South","1272","7","3451","194.42"
"2022-02-10","Laptop","Electronics","North","1273","9","1350","189.13"
"2023-10-19","Tablet","Electronics","West","1274","8","3320","413.32"
"2024-09-10","Mouse","Accessories","North","1275","9","8442","940.33"
"2022-06-17","Keyboard","Accessories","South","1276","1","166","31.97"
"2023-08-09","Mouse","Accessories","North","1277","5","3720","448.6"
"2023-07-11","Laptop","Electronics","South","1278","2","1090","136.65"
"2024-01-05","Laptop","Electronics","West","1279","9","9783","2347.49"
"2022-09-22","Smartphone","Electronics","North","1280","4","2432","657.18"
"2023-06-22","Mouse","Accessories","North","1281","7","4060","291.42"
"2023-03-26","Smartwatch","Electronics","North","1282","1","387","99.59"
"2023-08-11","Smartwatch","Electronics","North","1283","3","966","120.56"
"2024-05-17","Tablet","Electronics","North","1284","3","3366","882.29"
"2024-06-30","Monitor","Accessories","West","1285","7","7833","1843.94"
"2023-04-09","Monitor","Accessories","West","1286","1","610","33.55"
"2022-05-28","Smartwatch","Electronics","West","1287","8","4288","597.09"
"2022-07-18","Printer","Office","North","1288","9","7740","605.35"
"2024-08-20","Smartwatch","Electronics","West","1289","9","3150","457.13"
"2023-12-31","Keyboard","Accessories","West","1290","2","894","224.75"
"2022-10-09","Laptop","Electronics","North","1291","8","7544","1219.73"
"2024-03-01","Keyboard","Accessories","North","1292","8","6360","1871.88"
"2022-03-19","Smartphone","Electronics","West","1293","4","2428","485.75"
"2022-10-05","Headphones","Accessories","South","1294","2","574","38.52"
"2023-04-25","Keyboard","Accessories","West","1295","6","6744","660.47"
"2023-09-11","Headphones","Accessories","North","1296","6","798","213.4"
"2023-01-13","Printer","Office","North","1297","5","2860","339"
"2022-04-03","Printer","Office","South","1298","5","5410","1129.77"
"2023-02-26","Laptop","Electronics","West","1299","5","4445","580.15"
"2024-11-03","Smartwatch","Electronics","South","1300","8","7536","1197.09"
"2023-09-26","Monitor","Accessories","North","1301","7","4165","263.26"
"2024-02-19","Laptop","Electronics","East","1302","3","3021","763.99"
"2024-04-29","Keyboard","Accessories","North","1303","2","310","70.66"
"2024-05-15","Headphones","Accessories","South","1304","2","2170","522"
"2024-10-22","Tablet","Electronics","West","1305","3","2832","317.76"
"2022-07-31","Smartwatch","Electronics","West","1306","5","3945","392.09"
"2022-09-10","Tablet","Electronics","South","1307","4","2104","308"
"2022-08-24","Monitor","Accessories","South","1308","2","2060","517.64"
"2024-06-23","Printer","Office","North","1309","4","1060","155.78"
"2023-01-13","Smartwatch","Electronics","South","1310","6","810","108.61"
"2022-09-23","Laptop","Electronics","West","1311","3","873","57.42"
"2022-02-08","Tablet","Electronics","West","1312","5","595","121.11"
"2022-12-18","Laptop","Electronics","West","1313","2","1562","119.56"
"2022-01-25","Smartwatch","Electronics","East","1314","9","5337","1575.99"
"2022-12-09","Printer","Office","North","1315","2","212","13.4"
"2023-06-14","Printer","Office","East","1316","8","2704","705.74"
"2024-05-31","Laptop","Electronics","North","1317","5","3225","523.32"
"2023-08-07","Monitor","Accessories","North","1318","2","1342","184.59"
"2022-07-13","Mouse","Accessories","South","1319","7","3395","1012.78"
"2024-12-01","Smartwatch","Electronics","East","1320","4","3968","480.72"
"2024-04-12","Smartphone","Electronics","West","1321","5","4555","776.65"
"2022-02-26","Tablet","Electronics","West","1322","2","2132","365.44"
"2022-03-31","Mouse","Accessories","West","1323","6","6516","842.83"
"2023-08-17","Smartwatch","Electronics","North","1324","2","2040","481.15"
"2024-09-23","Mouse","Accessories","East","1325","6","6126","428.38"
"2022-09-11","Smartwatch","Electronics","West","1326","8","520","30.58"
"2023-01-01","Camera","Electronics","South","1327","5","4470","526.96"
"2024-07-12","Smartwatch","Electronics","West","1328","8","5504","1196.78"
"2022-01-11","Headphones","Accessories","West","1329","4","3036","511.69"
"2024-10-05","Smartwatch","Electronics","East","1330","5","2725","308.29"
"2024-09-16","Printer","Office","North","1331","8","4080","336.96"
"2024-05-23","Keyboard","Accessories","North","1332","8","3080","776.6"
"2023-06-08","Smartwatch","Electronics","North","1333","5","1525","413.75"
"2022-07-16","Monitor","Accessories","South","1334","4","1332","342.85"
"2023-07-24","Smartphone","Electronics","South","1335","7","4669","803.21"
"2022-03-12","Smartwatch","Electronics","West","1336","6","5310","1099.84"
"2023-01-12","Camera","Electronics","East","1337","8","9392","2651.84"
"2022-11-03","Monitor","Accessories","South","1338","5","1350","198.19"
"2024-03-14","Monitor","Accessories","North","1339","4","3648","768.61"
"2023-07-27","Printer","Office","North","1340","2","300","47.59"
"2022-08-14","Smartphone","Electronics","North","1341","3","3408","727.26"
"2024-11-17","Keyboard","Accessories","South","1342","9","4302","475.96"
"2024-05-13","Keyboard","Accessories","South","1343","5","4575","771.24"
"2022-10-21","Laptop","Electronics","East","1344","8","9304","1855.7"
"2024-04-15","Monitor","Accessories","East","1345","4","1928","232.48"
"2023-01-17","Printer","Office","East","1346","2","1042","86.24"
"2023-11-28","Tablet","Electronics","East","1347","3","2214","507.7"
"2024-05-03","Keyboard","Accessories","South","1348","4","3024","678.26"
"2023-08-11","Camera","Electronics","East","1349","2","1104","173.01"
"2022-07-26","Mouse","Accessories","East","1350","8","6056","1631.71"
"2023-02-07","Mouse","Accessories","South","1351","5","5295","1375.98"
"2022-01-19","Smartphone","Electronics","North","1352","4","3668","839.4"
"2023-06-30","Printer","Office","South","1353","9","4293","295.47"
"2022-08-19","Mouse","Accessories","North","1354","7","5789","950.45"
"2023-08-27","Smartwatch","Electronics","North","1355","6","4440","800.92"
"2022-03-10","Printer","Office","South","1356","5","5515","330.02"
"2024-10-12","Camera","Electronics","North","1357","4","784","192.77"
"2024-06-15","Laptop","Electronics","East","1358","4","576","156.59"
"2024-09-09","Smartwatch","Electronics","West","1359","5","705","198.62"
"2023-09-24","Keyboard","Accessories","North","1360","6","4458","1215.3"
"2022-08-25","Smartphone","Electronics","East","1361","6","6780","811.92"
"2023-10-01","Smartwatch","Electronics","North","1362","5","3970","642.7"
"2023-01-08","Monitor","Accessories","North","1363","7","5131","368.11"
"2022-10-02","Laptop","Electronics","East","1364","7","1750","90.21"
"2022-02-11","Tablet","Electronics","East","1365","7","8337","753.35"
"2022-09-15","Keyboard","Accessories","East","1366","9","9810","549.46"
"2024-01-28","Keyboard","Accessories","East","1367","3","2658","794.36"
"2022-07-23","Printer","Office","West","1368","1","473","43.65"
"2022-01-14","Tablet","Electronics","North","1369","9","2205","410.01"
"2023-06-13","Smartphone","Electronics","South","1370","9","6948","1409.3"
"2022-09-09","Tablet","Electronics","North","1371","3","774","212.02"
"2023-12-26","Tablet","Electronics","North","1372","3","2532","343.13"
"2024-11-16","Laptop","Electronics","West","1373","7","6587","1173.91"
"2024-04-01","Smartphone","Electronics","East","1374","7","7266","806.79"
"2024-11-27","Smartphone","Electronics","East","1375","7","6867","502.06"
"2023-07-01","Camera","Electronics","South","1376","9","4887","396.36"
"2023-02-13","Mouse","Accessories","West","1377","4","864","251.99"
"2023-11-09","Smartphone","Electronics","East","1378","6","5190","1215.07"
"2022-05-20","Keyboard","Accessories","South","1379","8","2128","294.45"
"2024-06-26","Mouse","Accessories","East","1380","2","1718","218.82"
"2022-05-02","Smartphone","Electronics","North","1381","2","1270","229.39"
"2023-05-18","Keyboard","Accessories","East","1382","7","2569","130.19"
"2022-02-14","Printer","Office","South","1383","2","1518","262.65"
"2022-11-22","Headphones","Accessories","South","1384","2","1210","268.37"
"2022-03-15","Mouse","Accessories","East","1385","2","1128","94.13"
"2023-08-23","Headphones","Accessories","North","1386","1","1077","77.97"
"2023-12-18","Keyboard","Accessories","East","1387","6","2244","517.47"
"2022-09-16","Mouse","Accessories","West","1388","8","1608","464.18"
"2024-12-15","Camera","Electronics","West","1389","5","3685","476.2"
"2024-04-25","Camera","Electronics","North","1390","8","4080","1079.49"
"2024-02-09","Monitor","Accessories","North","1391","1","404","84.4"
"2023-04-19","Keyboard","Accessories","South","1392","2","1738","163.38"
"2023-01-31","Printer","Office","West","1393","3","828","210.33"
"2023-11-24","Mouse","Accessories","North","1394","4","4344","461.72"
"2023-10-02","Tablet","Electronics","North","1395","1","1130","268.88"
"2024-04-18","Headphones","Accessories","North","1396","3","1698","304.91"
"2023-06-27","Tablet","Electronics","East","1397","4","844","136.02"
"2023-02-20","Printer","Office","West","1398","2","2286","218.18"
"2023-12-12","Camera","Electronics","East","1399","2","1026","170.31"
"2023-10-04","Laptop","Electronics","West","1400","6","6984","1433.65"
"2022-02-18","Monitor","Accessories","West","1401","4","1672","432.35"
"2023-01-08","Laptop","Electronics","North","1402","6","1092","63.98"
"2024-04-01","Headphones","Accessories","South","1403","2","272","24.71"
"2023-11-12","Headphones","Accessories","West","1404","2","1126","204.99"
"2023-10-22","Mouse","Accessories","West","1405","7","8155","2177.38"
"2023-03-29","Smartwatch","Electronics","East","1406","7","4298","358.38"
"2022-12-17","Smartphone","Electronics","East","1407","5","1365","310.66"
"2024-11-28","Camera","Electronics","West","1408","6","4116","381.35"
"2022-04-07","Headphones","Accessories","South","1409","8","904","181.45"
"2024-12-05","Smartwatch","Electronics","South","1410","1","70","10.64"
"2023-09-03","Keyboard","Accessories","East","1411","2","344","72.87"
"2023-08-19","Printer","Office","East","1412","1","330","78.52"
"2024-08-17","Headphones","Accessories","South","1413","2","518","34.22"
"2022-08-18","Mouse","Accessories","North","1414","9","2763","458.4"
"2022-03-26","Smartwatch","Electronics","North","1415","2","2298","343.53"
"2024-10-02","Monitor","Accessories","South","1416","1","436","73.89"
"2022-09-28","Mouse","Accessories","East","1417","6","1824","213.47"
"2024-05-12","Laptop","Electronics","North","1418","5","1540","411.83"
"2023-03-14","Tablet","Electronics","East","1419","7","5572","385.82"
"2023-09-21","Monitor","Accessories","East","1420","6","3030","335.71"
"2024-05-02","Monitor","Accessories","West","1421","5","1245","345.84"
"2022-01-31","Tablet","Electronics","South","1422","4","1252","326.69"
"2024-06-04","Camera","Electronics","North","1423","9","4959","479.28"
"2023-02-16","Monitor","Accessories","West","1424","7","8162","443.81"
"2023-05-26","Monitor","Accessories","East","1425","5","1370","253.92"
"2023-12-28","Tablet","Electronics","North","1426","3","3111","607.23"
"2022-10-10","Mouse","Accessories","South","1427","7","7805","1078.03"
"2024-04-21","Smartphone","Electronics","South","1428","9","10314","2729.6"
"2023-09-29","Keyboard","Accessories","South","1429","9","10782","2730.14"
"2024-10-22","Monitor","Accessories","West","1430","5","4375","987.96"
"2023-07-31","Monitor","Accessories","North","1431","5","2265","595.05"
"2022-04-15","Laptop","Electronics","East","1432","1","166","9.69"
"2024-04-24","Headphones","Accessories","North","1433","7","7217","1481.7"
"2022-01-16","Tablet","Electronics","East","1434","3","1767","186.54"
"2023-12-06","Laptop","Electronics","East","1435","3","2883","557.81"
"2024-09-04","Smartwatch","Electronics","South","1436","3","1338","396.08"
"2024-08-24","Printer","Office","East","1437","9","9459","604.06"
"2022-06-10","Printer","Office","North","1438","3","168","45.31"
"2022-10-03","Smartphone","Electronics","South","1439","9","4536","479.78"
"2022-02-25","Mouse","Accessories","East","1440","4","4404","793.7"
"2023-08-18","Monitor","Accessories","North","1441","4","1952","148.67"
"2022-12-23","Mouse","Accessories","North","1442","3","2004","467.76"
"2022-06-30","Keyboard","Accessories","South","1443","4","468","131.48"
"2024-11-10","Smartphone","Electronics","West","1444","9","8667","1597.49"
"2024-02-24","Printer","Office","West","1445","7","6097","567.32"
"2022-04-11","Headphones","Accessories","South","1446","9","4752","1415.65"
"2023-05-10","Keyboard","Accessories","East","1447","1","1172","124.9"
"2022-05-20","Keyboard","Accessories","North","1448","2","1608","170.29"
"2023-05-21","Printer","Office","South","1449","7","7595","969.07"
"2024-07-17","Smartwatch","Electronics","West","1450","1","1142","306.84"
"2024-11-18","Keyboard","Accessories","North","1451","2","116","13.67"
"2022-06-06","Smartphone","Electronics","East","1452","9","3951","908.13"
"2023-12-21","Keyboard","Accessories","East","1453","2","1606","138.96"
"2022-11-16","Headphones","Accessories","South","1454","3","2025","403"
"2023-07-24","Smartwatch","Electronics","West","1455","2","2006","235.52"
"2024-06-05","Camera","Electronics","South","1456","9","9423","652.06"
"2022-08-24","Laptop","Electronics","North","1457","4","2276","399.94"
"2022-08-22","Monitor","Accessories","West","1458","5","4880","664.06"
"2024-11-18","Laptop","Electronics","East","1459","3","1773","183.15"
"2023-01-21","Smartwatch","Electronics","South","1460","9","2718","195.97"
"2022-11-07","Headphones","Accessories","East","1461","4","3168","939.45"
"2022-01-31","Camera","Electronics","West","1462","2","1716","368.06"
"2024-02-07","Smartphone","Electronics","West","1463","2","214","14.08"
"2024-06-04","Camera","Electronics","East","1464","2","2092","366.12"
"2024-03-21","Headphones","Accessories","West","1465","3","225","46.96"
"2023-03-26","Smartwatch","Electronics","East","1466","1","859","217.67"
"2022-04-10","Printer","Office","West","1467","2","2070","183.41"
